,date,close_000166.XSHE,close_000416.XSHE,close_000563.XSHE,close_000567.XSHE,close_000617.XSHE,close_000627.XSHE,close_000686.XSHE,close_000712.XSHE,close_000728.XSHE
298,2018-03-26,4.84,5.57,3.72,23.6,13.09,7.65,7.57,14.28,8.63
299,2018-03-27,4.87,5.7,3.77,24.69,13.28,7.75,7.66,14.72,8.8
300,2018-03-28,4.85,5.67,3.75,25.56,13.12,7.64,7.58,14.93,8.75
301,2018-03-29,4.89,5.95,3.82,25.6,13.13,7.76,7.73,15.3,8.95
302,2018-03-30,4.91,5.95,3.8,26.95,13.14,7.67,7.75,15.29,8.97
303,2018-04-02,4.92,5.83,3.8,27.3,13.04,7.58,7.83,15.06,9.09
304,2018-04-03,4.87,5.67,3.75,27.52,12.75,7.65,7.83,15.17,9.01
305,2018-04-04,4.84,5.75,3.76,26.9,12.67,7.54,7.74,14.86,8.89
306,2018-04-09,4.81,5.51,3.73,27.97,13.91,7.49,7.74,14.88,8.9
307,2018-04-10,4.86,5.55,3.76,25.93,13.6,7.62,7.87,15.1,9.06
308,2018-04-11,4.86,5.54,3.78,25.59,13.46,7.67,7.86,14.89,8.98
309,2018-04-12,4.81,6.09,4.15,26.0,13.8,7.97,7.79,15.03,8.88
310,2018-04-13,4.8,6.26,3.99,25.7,13.3,7.88,7.72,14.86,8.78
311,2018-04-16,4.73,5.87,3.89,28.27,12.95,7.72,7.6,14.47,8.53
312,2018-04-17,4.72,5.96,3.79,25.44,12.7,7.66,7.57,14.34,8.46
313,2018-04-18,4.74,5.88,3.84,23.94,13.08,7.69,7.65,14.33,8.61
314,2018-04-19,4.74,5.77,3.85,23.9,12.94,7.66,7.68,14.33,8.9
315,2018-04-20,4.64,5.66,3.74,23.2,12.69,7.48,7.41,14.13,8.75
316,2018-04-23,4.59,5.7,3.75,23.17,12.49,7.64,7.45,13.64,8.92
317,2018-04-24,4.67,5.87,3.81,23.62,12.78,7.8,7.64,14.0,9.07
318,2018-04-25,4.62,5.9,3.79,24.24,12.88,7.87,7.63,14.25,8.94
319,2018-04-26,4.55,5.71,3.81,23.49,12.55,7.65,7.5,14.08,8.65
320,2018-04-27,4.58,5.72,3.84,23.54,12.68,7.69,7.56,14.01,8.75
321,2018-05-02,4.7,5.66,3.81,23.45,12.6,7.6,7.62,13.97,8.76
322,2018-05-03,4.84,5.61,3.89,24.1,12.8,7.57,7.85,14.16,9.1
323,2018-05-04,4.84,5.82,3.84,23.0,12.67,7.58,7.79,13.94,8.96
324,2018-05-07,4.86,5.92,3.88,23.05,12.9,7.74,7.86,14.05,9.1
325,2018-05-08,4.88,5.99,3.89,23.07,12.99,7.93,7.87,14.12,9.06
326,2018-05-09,4.82,5.97,3.86,22.65,13.04,7.89,7.78,14.17,8.93
327,2018-05-10,4.86,6.17,3.85,22.81,13.04,7.86,7.82,14.06,8.98
328,2018-05-11,4.84,5.93,3.8,22.4,12.91,7.74,7.73,13.84,8.87
329,2018-05-14,4.86,5.79,3.79,22.0,12.83,7.75,7.71,13.68,8.87
330,2018-05-15,4.85,5.98,3.79,22.13,12.89,7.96,7.66,13.69,8.87
331,2018-05-16,4.79,5.9,3.79,22.32,12.77,7.85,7.58,13.61,8.71
332,2018-05-17,4.75,6.03,3.77,22.06,12.77,7.91,7.58,13.54,8.69
333,2018-05-18,4.78,6.06,3.8,22.31,13.26,8.04,7.64,13.64,8.81
334,2018-05-21,4.83,6.16,3.84,22.95,13.12,8.06,7.71,13.8,8.86
335,2018-05-22,4.81,6.19,3.85,23.04,13.11,7.98,7.71,13.73,8.83
336,2018-05-23,4.78,6.17,3.79,23.12,12.86,7.85,7.62,13.84,8.73
337,2018-05-24,4.71,6.14,3.77,23.92,12.73,7.86,7.55,13.85,8.68
338,2018-05-25,4.66,6.03,3.76,23.11,12.69,7.8,7.48,13.88,8.57
339,2018-05-28,4.66,5.92,3.74,22.15,12.54,7.9,7.45,13.68,8.63
340,2018-05-29,4.62,5.91,3.67,21.14,12.5,7.72,7.33,13.15,8.52
341,2018-05-30,4.51,5.61,3.56,19.49,12.12,7.54,6.99,12.66,8.08
342,2018-05-31,4.58,5.65,3.61,17.54,12.2,7.62,7.06,12.81,8.18
343,2018-06-01,4.6,5.6,3.61,16.9,12.14,7.64,7.09,12.86,8.22
344,2018-06-04,4.56,5.59,3.6,17.59,12.24,7.73,7.09,12.83,8.19
345,2018-06-05,4.59,5.6,3.61,17.54,12.32,7.75,7.18,12.87,8.27
346,2018-06-06,4.59,5.67,3.61,18.13,12.27,7.67,7.17,12.83,8.24
347,2018-06-07,4.62,5.66,3.59,18.61,12.28,7.7,7.16,12.82,8.26
348,2018-06-08,4.59,5.42,3.52,18.04,12.06,7.56,6.95,12.24,8.03
349,2018-06-11,4.63,5.49,3.52,17.1,11.74,7.41,6.9,12.29,7.99
350,2018-06-12,4.69,5.44,3.52,17.26,11.75,7.41,6.93,12.32,7.98
351,2018-06-13,4.62,5.32,3.45,16.79,11.41,7.26,6.83,12.05,7.74
352,2018-06-14,4.65,5.28,3.4,16.59,11.46,7.37,6.89,12.05,7.78
353,2018-06-15,4.62,5.08,3.32,15.37,11.32,7.29,6.8,10.99,7.78
354,2018-06-19,4.27,4.57,3.02,14.16,10.45,6.86,6.21,9.89,7.09
355,2018-06-20,4.36,4.68,3.04,14.85,10.51,6.89,6.28,9.59,7.1
356,2018-06-21,4.26,4.6,2.99,14.57,10.27,6.75,6.1,9.49,6.84
357,2018-06-22,4.3,4.68,3.15,14.92,10.46,6.83,6.21,9.67,6.99
358,2018-06-25,4.29,4.63,3.34,16.41,10.39,6.84,6.15,9.5,6.93
359,2018-06-26,4.3,4.66,3.35,17.09,10.4,6.84,6.27,9.68,7.04
360,2018-06-27,4.26,4.64,3.28,16.66,10.46,6.85,6.22,9.63,7.03
361,2018-06-28,4.28,4.6,3.29,14.99,10.51,6.79,6.28,9.65,7.07
362,2018-06-29,4.37,4.74,3.29,16.49,11.01,6.98,6.41,9.86,7.25
363,2018-07-02,4.33,4.69,3.14,16.85,10.71,6.89,6.24,9.66,7.08
364,2018-07-03,4.36,4.74,3.2,17.15,10.82,6.91,6.37,9.72,7.2
365,2018-07-04,4.33,4.67,3.14,16.53,10.65,6.84,6.3,9.45,7.11
366,2018-07-05,4.27,4.51,3.08,16.48,10.48,6.76,6.17,9.32,7.05
367,2018-07-06,4.31,4.48,3.1,15.24,10.5,6.76,6.25,9.48,7.16
368,2018-07-09,4.38,4.6,3.16,15.03,10.77,6.79,6.35,9.76,7.26
369,2018-07-10,4.38,4.66,3.16,15.24,10.8,6.77,6.33,9.73,7.22
370,2018-07-11,4.29,4.54,3.06,14.48,10.59,6.56,6.11,9.35,6.94
371,2018-07-12,4.39,4.64,3.07,14.67,10.82,6.61,6.35,9.43,7.1
372,2018-07-13,4.37,4.67,2.98,14.96,10.78,6.67,6.3,9.37,7.08
373,2018-07-16,4.4,4.67,2.94,14.82,10.8,6.58,6.23,9.28,7.01
374,2018-07-17,4.38,4.69,2.94,14.97,10.73,6.58,6.21,9.49,6.94
375,2018-07-18,4.32,5.16,2.94,15.14,10.7,6.58,6.16,9.34,6.88
376,2018-07-19,4.31,4.79,2.94,14.76,10.61,6.53,6.09,9.08,6.81
377,2018-07-20,4.4,5.27,2.94,15.24,11.01,6.68,6.27,9.49,6.98
378,2018-07-23,4.44,5.48,2.94,15.08,11.21,6.65,6.33,9.52,7.07
379,2018-07-24,4.51,5.36,2.94,15.18,11.25,6.89,6.46,9.8,7.23
380,2018-07-25,4.46,5.22,3.15,14.83,11.2,6.83,6.42,9.69,7.15
381,2018-07-26,4.48,5.16,3.21,14.63,11.14,6.73,6.43,9.97,7.15
382,2018-07-27,4.44,5.09,3.11,14.19,11.15,6.76,6.37,9.69,7.12
383,2018-07-30,4.44,4.97,3.0,13.85,11.13,6.68,6.28,9.31,7.0
384,2018-07-31,4.44,5.11,3.05,14.21,11.36,6.66,6.34,9.32,7.04
385,2018-08-01,4.38,4.91,2.98,13.38,11.06,6.59,6.21,9.07,6.94
386,2018-08-02,4.28,4.67,2.87,12.77,10.52,6.45,6.04,8.54,6.69
387,2018-08-03,4.26,4.61,2.84,12.88,10.57,6.4,5.99,8.4,6.62
388,2018-08-06,4.23,4.67,2.79,12.76,10.31,6.36,5.97,8.04,6.51
389,2018-08-07,4.33,4.8,2.87,13.13,10.65,6.43,6.12,8.38,6.71
390,2018-08-08,4.31,4.63,2.84,13.2,10.91,6.36,6.04,8.13,6.62
391,2018-08-09,4.37,4.73,2.89,13.37,11.12,6.41,6.2,8.39,6.73
392,2018-08-10,4.37,4.71,2.89,13.33,10.93,6.45,6.19,8.43,6.77
393,2018-08-13,4.38,4.71,2.89,13.06,10.83,6.43,6.17,8.55,6.73
394,2018-08-14,4.41,4.7,2.9,13.15,10.89,6.39,6.15,8.58,6.74
395,2018-08-15,4.37,4.63,2.91,13.33,10.63,6.35,6.06,8.31,6.57
396,2018-08-16,4.39,4.62,2.9,13.79,10.59,6.29,6.12,8.41,6.62
397,2018-08-17,4.3,4.48,2.86,13.49,10.43,6.26,6.07,8.39,6.59
398,2018-08-20,4.34,4.51,2.91,13.01,10.52,6.28,6.16,8.54,6.72
399,2018-08-21,4.41,4.56,2.92,13.13,10.59,6.35,6.21,8.56,6.74
400,2018-08-22,4.4,4.52,2.87,12.8,10.54,6.32,6.14,8.37,6.68
401,2018-08-23,4.42,4.55,2.89,13.03,10.6,6.34,6.18,8.48,6.73
402,2018-08-24,4.44,4.59,2.92,12.75,10.71,6.3,6.19,8.54,6.73
403,2018-08-27,4.47,4.63,2.96,12.81,10.98,6.37,6.29,8.59,6.81
404,2018-08-28,4.46,4.59,2.94,12.81,10.93,6.35,6.25,8.54,6.75
405,2018-08-29,4.46,4.51,2.91,12.65,11.06,6.38,6.22,8.34,6.72
406,2018-08-30,4.39,4.39,2.86,12.28,11.0,6.32,6.13,8.24,6.58
407,2018-08-31,4.46,4.23,2.83,12.25,11.02,6.34,6.12,8.02,6.65
408,2018-09-03,4.43,4.14,2.83,11.96,10.99,6.28,6.14,7.91,6.65
409,2018-09-04,4.48,4.21,2.84,12.1,11.3,6.32,6.22,7.98,6.7
410,2018-09-05,4.43,4.17,2.78,12.2,11.07,6.27,6.15,7.88,6.67
411,2018-09-06,4.43,4.16,2.79,11.91,11.06,6.27,6.12,7.76,6.65
412,2018-09-07,4.47,4.1,2.78,11.98,11.04,6.27,6.08,7.82,6.67
413,2018-09-10,4.36,3.93,2.75,11.68,10.74,6.17,5.94,7.41,6.53
414,2018-09-11,4.38,3.95,2.74,11.76,10.92,6.12,5.96,7.54,6.6
415,2018-09-12,4.42,4.0,2.76,11.96,11.0,6.13,5.97,7.87,6.72
416,2018-09-13,4.48,3.99,2.79,12.01,11.06,6.14,6.09,8.66,6.82
417,2018-09-14,4.47,3.93,2.76,12.04,10.88,6.11,6.06,8.49,6.74
418,2018-09-17,4.47,3.81,2.74,11.86,10.7,6.02,6.03,8.63,6.85
419,2018-09-18,4.52,3.88,2.78,12.15,10.82,6.1,6.13,9.38,6.93
420,2018-09-19,4.51,3.91,2.82,12.27,10.96,6.17,6.18,9.42,6.93
421,2018-09-20,4.47,3.9,2.8,12.08,10.96,6.18,6.17,9.15,6.9
422,2018-09-21,4.53,3.99,2.86,12.2,11.13,6.32,6.28,9.33,7.01
423,2018-09-25,4.51,3.93,2.82,12.25,11.09,6.22,6.24,9.06,6.89
424,2018-09-26,4.55,3.94,2.82,12.25,11.11,6.25,6.26,9.05,6.92
425,2018-09-27,4.48,3.82,2.8,11.9,11.12,6.22,6.18,9.12,6.83
426,2018-09-28,4.5,3.86,2.84,12.18,11.15,6.28,6.25,9.28,6.89
427,2018-10-08,4.36,3.69,2.73,11.89,10.68,6.04,6.06,8.59,6.62
428,2018-10-09,4.36,3.71,2.74,12.04,10.68,6.04,6.06,8.65,6.62
429,2018-10-10,4.37,3.73,2.74,11.86,10.74,6.03,6.09,8.53,6.63
430,2018-10-11,4.02,3.38,2.47,10.79,9.93,5.42,5.49,7.68,5.97
431,2018-10-12,3.92,3.32,2.44,10.75,9.99,5.54,5.3,7.77,5.77
432,2018-10-15,3.92,3.3,2.4,10.66,10.05,5.3,5.22,7.29,5.68
433,2018-10-16,3.93,3.17,2.36,10.48,9.7,5.17,5.12,8.01,5.64
434,2018-10-17,3.97,3.28,2.41,10.88,9.78,5.16,5.21,7.95,5.68
435,2018-10-18,3.89,3.15,2.33,10.31,9.55,5.02,5.11,8.1,5.57
436,2018-10-19,3.97,3.47,2.43,10.61,9.76,5.33,5.29,8.53,5.74
437,2018-10-22,4.37,3.82,2.67,11.44,10.63,5.86,5.82,9.38,6.31
438,2018-10-23,4.34,4.2,2.64,11.21,10.16,5.62,5.82,9.58,6.31
439,2018-10-24,4.4,4.48,2.72,11.6,10.38,5.9,6.02,9.57,6.52
440,2018-10-25,4.52,4.32,2.94,11.34,10.39,6.1,6.41,9.89,7.08
441,2018-10-26,4.44,3.95,2.84,11.19,10.33,5.98,6.2,9.37,6.9
442,2018-10-29,4.38,4.35,2.8,11.12,10.35,5.81,6.21,9.52,7.09
443,2018-10-30,4.55,4.79,2.94,11.39,10.75,5.95,6.51,10.07,7.43
444,2018-10-31,4.46,4.68,2.88,11.39,10.91,5.83,6.33,9.8,7.2
445,2018-11-01,4.48,4.68,2.88,11.61,10.97,5.85,6.35,9.65,7.17
446,2018-11-02,4.54,4.65,2.92,12.01,11.2,6.05,6.47,9.8,7.25
447,2018-11-05,4.57,4.83,2.97,12.8,11.18,5.98,6.55,9.86,7.32
448,2018-11-06,4.53,4.53,2.92,12.32,11.14,6.12,6.52,9.8,7.19
449,2018-11-07,4.44,4.47,2.86,12.24,11.03,6.11,6.37,9.63,7.05
450,2018-11-08,4.4,4.54,2.82,11.95,11.19,6.15,6.33,9.85,6.95
451,2018-11-09,4.4,4.52,2.83,11.7,11.06,6.12,6.35,9.6,7.22
452,2018-11-12,4.45,4.59,2.91,11.97,11.12,6.11,6.55,9.96,7.34
453,2018-11-13,4.55,4.88,3.06,12.34,11.22,6.28,6.87,10.67,7.47
454,2018-11-14,4.52,4.7,3.04,12.6,10.94,6.24,6.74,10.53,7.29
455,2018-11-15,4.6,4.8,3.09,12.88,11.65,6.44,7.0,10.97,7.5
456,2018-11-16,4.71,4.99,3.14,13.58,12.14,6.45,7.37,11.18,7.73
457,2018-11-19,4.81,5.22,3.18,14.24,12.03,6.56,7.47,11.42,8.49
458,2018-11-20,4.58,4.82,3.05,13.28,11.5,6.33,7.15,10.63,8.01
459,2018-11-21,4.58,4.93,3.06,13.58,11.45,6.3,7.1,10.73,7.97
460,2018-11-22,4.57,4.91,3.0,13.31,11.36,6.32,7.0,10.55,7.85
461,2018-11-23,4.45,4.51,2.85,12.55,10.95,6.09,6.73,9.97,7.58
462,2018-11-26,4.4,4.48,2.87,12.4,10.9,5.93,6.77,10.06,7.56
463,2018-11-27,4.43,4.5,2.89,12.41,10.83,6.0,6.81,10.06,7.59
464,2018-11-28,4.51,4.62,2.94,12.79,10.98,6.01,7.02,10.33,8.04
465,2018-11-29,4.43,4.38,2.86,12.02,10.69,5.94,6.68,9.69,7.6
466,2018-11-30,4.44,4.44,2.9,11.92,10.88,5.94,6.82,10.1,7.95
467,2018-12-03,4.56,4.82,2.99,12.38,11.28,6.21,7.03,10.44,8.04
468,2018-12-04,4.6,4.76,2.99,12.37,11.3,6.22,7.07,10.53,8.07
469,2018-12-05,4.52,4.58,2.9,12.4,11.17,6.14,6.99,10.23,7.93
470,2018-12-06,4.43,4.51,2.87,12.13,11.03,6.12,6.88,9.97,7.74
471,2018-12-07,4.45,4.52,2.88,12.12,10.95,6.05,6.87,9.94,7.69
472,2018-12-10,4.39,4.47,2.84,11.61,10.93,5.82,6.66,9.83,7.48
473,2018-12-11,4.39,4.57,2.84,11.67,10.84,5.86,6.67,9.91,7.47
474,2018-12-12,4.39,4.59,2.84,11.67,10.88,5.9,6.73,9.98,7.52
475,2018-12-13,4.42,4.52,2.87,11.69,10.9,5.94,6.77,10.05,7.57
476,2018-12-14,4.25,4.48,2.85,11.52,10.58,5.9,6.52,9.64,7.26
477,2018-12-17,4.22,4.57,2.74,11.48,10.56,5.88,6.58,9.73,7.34
478,2018-12-18,4.2,4.45,2.75,11.29,10.66,5.85,6.47,9.49,7.27
479,2018-12-19,4.16,4.41,2.72,11.34,10.6,5.83,6.47,9.36,7.33
480,2018-12-20,4.23,4.48,2.76,11.51,10.56,5.77,6.56,9.55,7.48
481,2018-12-21,4.14,4.38,2.75,11.33,10.27,5.72,6.51,9.58,7.45
482,2018-12-24,4.15,4.38,2.77,11.32,10.27,5.71,6.46,9.51,7.35
483,2018-12-25,4.07,4.18,2.7,11.01,10.08,5.64,6.27,9.33,7.03
484,2018-12-26,4.01,4.17,2.68,10.98,10.15,5.61,6.14,9.08,6.94
485,2018-12-27,3.99,4.07,2.67,11.04,10.1,5.61,6.16,8.92,6.8
486,2018-12-28,4.07,4.09,2.68,11.12,10.75,5.61,6.26,9.08,6.98
487,2019-01-02,4.04,4.07,2.67,11.11,10.24,5.61,6.28,9.17,7.01
488,2019-01-03,4.13,4.07,2.7,10.92,9.93,5.56,6.44,9.32,7.2
489,2019-01-04,4.42,4.4,2.88,11.35,10.38,5.69,6.97,10.18,7.92
490,2019-01-07,4.38,4.36,2.9,11.61,10.33,5.69,6.9,10.43,7.81
491,2019-01-08,4.4,4.33,2.9,11.44,10.26,5.63,7.05,10.5,7.82
492,2019-01-09,4.4,4.33,2.88,11.41,10.27,5.66,6.98,10.69,7.76
493,2019-01-10,4.33,4.32,2.84,11.34,10.16,5.56,6.91,10.41,7.69
494,2019-01-11,4.36,4.33,2.86,11.54,10.13,5.56,6.95,10.47,7.71
495,2019-01-14,4.32,4.31,2.85,11.25,10.19,5.59,6.88,10.4,7.63
496,2019-01-15,4.41,4.36,2.88,11.49,10.18,5.62,7.03,10.56,7.83
497,2019-01-16,4.38,4.31,2.86,11.4,10.14,5.58,6.92,10.47,7.71
498,2019-01-17,4.32,4.16,2.85,11.37,10.14,5.65,6.82,10.17,7.6
499,2019-01-18,4.38,4.17,2.88,11.49,10.19,5.72,6.9,10.17,7.71
500,2019-01-21,4.38,4.19,2.88,11.5,10.37,5.75,6.89,10.12,7.65
501,2019-01-22,4.34,4.16,2.83,11.3,10.15,5.69,6.77,10.01,7.63
502,2019-01-23,4.32,4.15,2.83,11.06,10.05,5.67,6.83,9.9,7.67
503,2019-01-24,4.38,4.14,2.85,11.06,10.11,5.62,6.92,10.08,7.8
504,2019-01-25,4.38,4.11,2.85,10.89,10.17,5.64,6.87,9.65,7.71
505,2019-01-28,4.39,4.08,2.84,10.8,10.12,5.67,6.68,9.51,7.71
506,2019-01-29,4.39,3.97,2.74,10.33,10.06,5.77,6.61,9.51,7.53
507,2019-01-30,4.35,4.0,2.71,10.33,10.05,5.61,6.55,9.25,7.41
508,2019-01-31,4.42,3.93,2.72,10.07,10.06,5.55,6.64,9.16,7.48
509,2019-02-01,4.5,4.03,2.8,10.57,10.21,5.7,6.86,9.5,7.71
